代码,买入日,首板日,pre1%,pre2%,pre3%,pre3_exbase%,pd1%,pd2%,pd3%,p3阴阳,p3max%,p3min%
600593.SSE,2024-01-08,2024-01-03,4.73,7.86,9.0,6.1,1.06,2.99,4.73,阳阳阳,4.73,1.06
600593.SSE,2024-03-07,2024-03-05,3.71,4.81,6.9,-5.74,2.0,1.06,3.71,阳阳阳,3.71,1.06
600593.SSE,2024-11-08,2024-11-06,1.75,9.18,12.87,10.77,3.38,7.31,1.75,阳阳阳,7.31,1.75
600593.SSE,2024-11-27,2024-11-25,-0.82,-5.48,-6.93,-2.43,-1.53,-4.71,-0.82,阴阴阴,-0.82,-4.71
600593.SSE,2024-12-16,2024-12-12,1.59,-0.28,0.29,5.03,0.57,-1.84,1.59,阳阴阳,1.59,-1.84
600598.SSE,2025-04-09,2025-04-07,2.3,2.44,2.96,-0.71,0.51,0.14,2.3,阳阳阳,2.3,0.14
600601.SSE,2024-12-02,2024-11-28,2.41,6.69,6.39,-0.53,-0.28,4.18,2.41,阴阳阳,4.18,-0.28
600602.SSE,2024-10-09,2024-09-30,8.88,11.71,11.5,5.54,-0.19,2.6,8.88,阴阳阳,8.88,-0.19
600602.SSE,2025-02-18,2025-02-14,-1.25,2.65,1.39,7.88,-1.22,3.94,-1.25,阴阳阴,3.94,-1.25
600602.SSE,2025-02-25,2025-02-21,-4.09,-4.99,4.5,19.84,9.99,-0.95,-4.09,阳阴阴,9.99,-4.09
600604.SSE,2024-10-29,2024-10-25,0.95,1.18,1.91,0.24,0.72,0.24,0.95,阳阳阳,0.95,0.24
600604.SSE,2025-07-15,2025-07-11,2.79,2.38,3.41,1.41,1.0,-0.4,2.79,阳阴阳,2.79,-0.4
600605.SSE,2024-02-21,2024-02-19,9.35,-1.6,-9.29,-25.32,-7.82,-10.01,9.35,阴阴阳,9.35,-10.01
600606.SSE,2024-10-08,2024-09-26,4.0,6.85,6.12,4.9,-0.68,2.74,4.0,阴阳阳,4.0,-0.68
600606.SSE,2025-07-14,2025-07-10,0.58,2.99,4.88,4.27,1.83,2.4,0.58,阳阳阳,2.4,0.58
600610.SSE,2023-12-21,2023-12-19,-4.83,-1.06,8.87,14.72,10.03,3.96,-4.83,阳阳阴,10.03,-4.83
600610.SSE,2025-03-12,2025-03-10,-0.98,0.25,-1.23,0.25,-1.47,1.24,-0.98,阴阳阴,1.24,-1.47
600610.SSE,2025-03-19,2025-03-17,1.88,7.31,11.5,20.32,3.9,5.34,1.88,阳阳阳,5.34,1.88
600610.SSE,2025-03-26,2025-03-24,8.74,11.17,21.16,22.61,8.98,2.23,8.74,阳阳阳,8.98,2.23
600610.SSE,2025-03-27,2025-03-24,8.74,11.17,21.16,22.61,8.98,2.23,8.74,阳阳阳,8.98,2.23
600611.SSE,2024-07-12,2024-07-10,8.81,15.47,16.3,4.61,0.72,6.12,8.81,阳阳阳,8.81,0.72
600611.SSE,2024-09-09,2024-09-05,2.72,0.53,-0.42,-1.18,-0.95,-2.13,2.72,阴阴阳,2.72,-2.13
600611.SSE,2024-10-09,2024-09-30,1.86,4.25,5.17,3.86,0.89,2.34,1.86,阳阳阳,2.34,0.89
600613.SSE,2026-08-17,2026-08-13,2.51,2.12,4.13,3.4,1.96,-0.39,2.51,阳阴阳,2.51,-0.39
600613.SSE,2026-08-18,2026-08-13,2.51,2.12,4.13,3.4,1.96,-0.39,2.51,阳阴阳,2.51,-0.39
600615.SSE,2023-09-25,2023-09-21,-3.87,-6.6,2.79,7.65,10.06,-2.84,-3.87,阳阴阴,10.06,-3.87
600617.SSE,2026-03-23,2026-03-19,-2.65,-2.65,-4.62,-3.97,-2.02,0.0,-2.65,阴阳阴,0.0,-2.65
600617.SSE,2026-07-28,2026-07-24,5.48,6.94,5.12,3.18,-1.71,1.39,5.48,阴阳阳,5.48,-1.71
600619.SSE,2024-09-20,2024-09-18,0.19,0.37,-2.53,6.96,-2.89,0.19,0.19,阴阳阳,0.19,-2.89
600619.SSE,2024-09-23,2024-09-18,0.19,0.37,-2.53,6.96,-2.89,0.19,0.19,阴阳阳,0.19,-2.89
600619.SSE,2024-10-10,2024-10-08,7.26,6.59,10.72,7.54,3.88,-0.62,7.26,阳阴阳,7.26,-0.62
600619.SSE,2024-11-06,2024-11-04,0.96,4.14,-0.26,5.24,-4.23,3.15,0.96,阴阳阳,3.15,-4.23
600619.SSE,2024-11-07,2024-11-04,0.96,4.14,-0.26,5.24,-4.23,3.15,0.96,阴阳阳,3.15,-4.23
600619.SSE,2025-08-13,2025-08-11,-3.65,5.97,16.57,27.41,10.01,9.99,-3.65,阳阳阴,10.01,-3.65
600620.SSE,2025-07-18,2025-07-16,-5.06,1.75,2.11,9.27,0.35,7.17,-5.06,阳阳阴,7.17,-5.06
600622.SSE,2024-01-26,2024-01-24,1.31,-4.53,-4.53,-7.66,0.0,-5.76,1.31,阳阴阳,1.31,-5.76
600622.SSE,2024-02-20,2024-02-08,-10.16,-19.05,-21.63,-15.75,-3.19,-9.89,-10.16,阴阴阴,-3.19,-10.16
600622.SSE,2024-09-30,2024-09-26,3.08,6.35,6.91,4.84,0.53,3.17,3.08,阳阳阳,3.17,0.53
600622.SSE,2024-10-08,2024-09-26,3.08,6.35,6.91,4.84,0.53,3.17,3.08,阳阳阳,3.17,0.53
600622.SSE,2024-10-16,2024-10-11,-5.47,-14.79,-9.36,5.35,6.37,-9.86,-5.47,阳阴阴,6.37,-9.86
600622.SSE,2024-11-04,2024-10-31,4.17,5.88,16.58,20.0,10.1,1.65,4.17,阳阳阳,10.1,1.65
600626.SSE,2024-07-16,2024-07-12,6.11,5.19,6.11,-4.18,0.87,-0.87,6.11,阳阴阳,6.11,-0.87
600628.SSE,2024-11-27,2024-11-25,-2.7,-2.43,-1.3,1.3,1.15,0.29,-2.7,阳阳阴,1.15,-2.7
600628.SSE,2024-11-28,2024-11-25,-2.7,-2.43,-1.3,1.3,1.15,0.29,-2.7,阳阳阴,1.15,-2.7
600629.SSE,2024-01-25,2024-01-23,-6.47,-6.47,-6.47,-3.62,0.0,0.0,-6.47,阳阳阴,0.0,-6.47
600629.SSE,2024-01-26,2024-01-23,-6.47,-6.47,-6.47,-3.62,0.0,0.0,-6.47,阳阳阴,0.0,-6.47
600629.SSE,2024-11-07,2024-11-04,-5.37,4.11,14.44,26.65,9.93,10.02,-5.37,阳阳阴,10.02,-5.37
600629.SSE,2025-09-15,2025-09-11,1.57,-2.2,-2.64,-2.16,-0.45,-3.71,1.57,阴阴阳,1.57,-3.71
600629.SSE,2025-09-16,2025-09-11,1.57,-2.2,-2.64,-2.16,-0.45,-3.71,1.57,阴阴阳,1.57,-3.71
600629.SSE,2025-09-29,2025-09-25,-0.05,2.08,1.77,8.95,-0.31,2.14,-0.05,阴阳阴,2.14,-0.31
600629.SSE,2025-09-30,2025-09-25,-0.05,2.08,1.77,8.95,-0.31,2.14,-0.05,阴阳阴,2.14,-0.31
600630.SSE,2023-12-18,2023-12-14,3.22,4.11,8.81,-2.71,4.52,0.86,3.22,阳阳阳,4.52,0.86
600630.SSE,2023-12-19,2023-12-14,3.22,4.11,8.81,-2.71,4.52,0.86,3.22,阳阳阳,4.52,0.86
600630.SSE,2023-12-22,2023-12-20,-7.25,2.06,12.28,33.13,10.01,10.04,-7.25,阳阳阴,10.04,-7.25
600635.SSE,2024-07-29,2024-07-25,-1.35,-1.68,0.69,1.02,2.41,-0.34,-1.35,阳阴阴,2.41,-1.35
600635.SSE,2024-10-30,2024-10-25,0.29,1.17,2.37,0.88,1.19,0.88,0.29,阳阳阳,1.19,0.29
600635.SSE,2025-09-24,2025-09-22,5.92,3.3,10.11,10.51,6.59,-2.47,5.92,阳阴阳,6.59,-2.47
600637.SSE,2026-01-09,2026-01-07,1.42,1.62,3.52,-1.1,1.86,0.2,1.42,阳阳阳,1.86,0.2
600637.SSE,2026-01-12,2026-01-07,1.42,1.62,3.52,-1.1,1.86,0.2,1.42,阳阳阳,1.86,0.2
600638.SSE,2023-07-27,2023-07-25,1.99,3.29,2.91,2.4,-0.36,1.28,1.99,阴阳阳,1.99,-0.36
600639.SSE,2024-01-25,2024-01-23,-4.95,-4.66,-6.4,-2.61,-1.83,0.31,-4.95,阴阳阴,0.31,-4.95
600641.SSE,2026-07-02,2026-06-30,-5.28,-2.58,-4.03,6.04,-1.48,2.85,-5.28,阴阳阴,2.85,-5.28
600643.SSE,2024-09-26,2024-09-24,-0.49,-0.49,0.99,3.02,1.49,0.0,-0.49,阳阳阴,1.49,-0.49
600643.SSE,2024-09-27,2024-09-24,-0.49,-0.49,0.99,3.02,1.49,0.0,-0.49,阳阳阴,1.49,-0.49
600643.SSE,2025-06-27,2025-06-25,1.36,4.63,3.17,-2.29,-1.39,3.22,1.36,阴阳阳,3.22,-1.39
600644.SSE,2025-04-17,2025-04-14,-3.44,-3.57,-0.14,13.77,3.56,-0.14,-3.44,阳阴阴,3.56,-3.44
600644.SSE,2025-05-22,2025-05-20,0.4,-2.39,1.52,11.2,4.01,-2.78,0.4,阳阴阳,4.01,-2.78
600648.SSE,2024-01-26,2024-01-24,6.18,0.85,1.5,-7.19,0.64,-5.02,6.18,阳阴阳,6.18,-5.02
600649.SSE,2024-09-30,2024-09-26,9.76,12.08,12.42,4.0,0.3,2.11,9.76,阳阳阳,9.76,0.3
600649.SSE,2024-10-08,2024-09-26,9.76,12.08,12.42,4.0,0.3,2.11,9.76,阳阳阳,9.76,0.3
600650.SSE,2024-07-31,2024-07-29,0.08,10.12,-0.9,-10.88,-10.0,10.03,0.08,阴阳阳,10.03,-10.0
600650.SSE,2024-10-09,2024-09-30,3.95,8.84,10.09,6.51,1.14,4.7,3.95,阳阳阳,4.7,1.14
600650.SSE,2024-11-21,2024-11-19,-9.71,-0.67,1.93,11.05,2.62,10.01,-9.71,阳阳阴,10.01,-9.71
600650.SSE,2024-11-22,2024-11-19,-9.71,-0.67,1.93,11.05,2.62,10.01,-9.71,阳阳阴,10.01,-9.71
600653.SSE,2024-06-03,2024-05-30,-10.16,-11.54,-12.21,-3.03,-0.76,-1.54,-10.16,阴阴阴,-0.76,-10.16
600653.SSE,2024-06-04,2024-05-30,-10.16,-11.54,-12.21,-3.03,-0.76,-1.54,-10.16,阴阴阴,-0.76,-10.16
600653.SSE,2024-10-29,2024-10-24,-1.27,5.44,4.73,8.28,-0.68,6.8,-1.27,阴阳阴,6.8,-1.27
600654.SSE,2024-11-12,2024-11-07,1.85,3.77,4.96,-1.1,1.15,1.89,1.85,阳阳阳,1.89,1.15
600654.SSE,2024-11-15,2024-11-13,-3.28,6.31,16.83,33.09,9.9,9.91,-3.28,阳阳阴,9.91,-3.28
600654.SSE,2024-11-18,2024-11-13,-3.28,6.31,16.83,33.09,9.9,9.91,-3.28,阳阳阴,9.91,-3.28
600654.SSE,2026-04-08,2026-04-03,-1.78,-1.19,-2.36,0.9,-1.18,0.6,-1.78,阴阳阴,0.6,-1.78
600654.SSE,2026-04-09,2026-04-03,-1.78,-1.19,-2.36,0.9,-1.18,0.6,-1.78,阴阳阴,0.6,-1.78
600657.SSE,2024-09-30,2024-09-26,2.69,4.89,8.54,6.37,3.48,2.14,2.69,阳阳阳,3.48,2.14
600657.SSE,2024-10-08,2024-09-26,2.69,4.89,8.54,6.37,3.48,2.14,2.69,阳阳阳,3.48,2.14
600657.SSE,2024-10-16,2024-10-14,0.75,-3.57,-13.28,-12.04,-10.06,-4.29,0.75,阴阴阳,0.75,-10.06
600657.SSE,2026-09-04,2026-09-02,3.36,1.84,4.92,0.37,3.03,-1.47,3.36,阳阴阳,3.36,-1.47
600658.SSE,2023-11-22,2023-11-20,0.43,0.43,-0.43,0.65,-0.85,0.0,0.43,阴阳阳,0.43,-0.85
600658.SSE,2024-09-19,2024-09-13,1.7,0.67,-1.32,-1.34,-1.98,-1.01,1.7,阴阴阳,1.7,-1.98
600658.SSE,2024-09-20,2024-09-13,1.7,0.67,-1.32,-1.34,-1.98,-1.01,1.7,阴阴阳,1.7,-1.98
600658.SSE,2024-10-28,2024-10-24,4.43,4.9,11.08,9.2,5.9,0.45,4.43,阳阳阳,5.9,0.45
600658.SSE,2025-08-14,2025-08-12,0.77,-0.95,3.16,3.6,4.15,-1.71,0.77,阳阴阳,4.15,-1.71
600661.SSE,2023-12-05,2023-12-01,0.97,0.86,1.74,0.87,0.87,-0.11,0.97,阳阴阳,0.97,-0.11
600661.SSE,2023-12-06,2023-12-01,0.97,0.86,1.74,0.87,0.87,-0.11,0.97,阳阴阳,0.97,-0.11
600661.SSE,2024-02-21,2024-02-19,8.14,14.01,13.83,-4.37,-0.15,5.42,8.14,阴阳阳,8.14,-0.15
600661.SSE,2024-08-07,2024-08-05,-3.1,-2.41,2.86,6.83,5.41,0.7,-3.1,阳阳阴,5.41,-3.1
600662.SSE,2026-01-15,2026-01-13,1.38,2.38,2.38,0.0,0.0,0.99,1.38,阳阳阳,1.38,0.0
600664.SSE,2026-04-16,2026-04-14,-2.39,-2.13,-1.87,-2.84,0.27,0.27,-2.39,阳阳阴,0.27,-2.39
600664.SSE,2026-07-14,2026-07-10,-0.97,-0.33,-3.77,-1.59,-3.46,0.65,-0.97,阴阳阴,0.65,-3.46
600664.SSE,2026-07-15,2026-07-10,-0.97,-0.33,-3.77,-1.59,-3.46,0.65,-0.97,阴阳阴,0.65,-3.46
600664.SSE,2026-08-11,2026-08-07,-8.12,-3.57,3.84,14.94,7.68,4.96,-8.12,阳阳阴,7.68,-8.12
600665.SSE,2024-05-17,2024-05-15,-1.11,-5.65,3.89,8.0,10.12,-4.59,-1.11,阳阴阴,10.12,-4.59
600666.SSE,2024-10-09,2024-09-30,3.31,3.31,6.85,9.42,3.42,0.0,3.31,阳阳阳,3.42,0.0
600666.SSE,2024-11-11,2024-11-07,-0.85,3.57,4.04,-1.68,0.45,4.46,-0.85,阳阳阴,4.46,-0.85
600666.SSE,2025-02-11,2025-02-07,1.33,6.54,3.17,1.35,-3.17,5.14,1.33,阴阳阳,5.14,-3.17
600666.SSE,2026-03-26,2026-03-24,-0.68,-10.66,-1.8,8.66,9.91,-10.04,-0.68,阳阴阴,9.91,-10.04
600667.SSE,2026-06-26,2026-06-24,-7.31,0.0,9.99,25.46,9.99,7.89,-7.31,阳阳阴,9.99,-7.31
600676.SSE,2024-07-19,2024-07-16,-2.88,0.33,-1.3,11.79,-1.62,3.3,-2.88,阴阳阴,3.3,-2.88
600676.SSE,2024-07-29,2024-07-25,-9.89,-9.89,-18.8,-7.43,-9.88,0.0,-9.89,阴阳阴,0.0,-9.89
600676.SSE,2024-07-30,2024-07-25,-9.89,-9.89,-18.8,-7.43,-9.88,0.0,-9.89,阴阳阴,0.0,-9.89
600676.SSE,2024-11-19,2024-11-15,-6.57,-2.15,-4.81,1.88,-2.72,4.73,-6.57,阴阳阴,4.73,-6.57
600676.SSE,2025-06-03,2025-05-29,-0.45,0.46,1.62,-0.23,1.16,0.92,-0.45,阳阳阴,1.16,-0.45
600676.SSE,2026-01-14,2026-01-09,3.18,1.65,3.87,1.7,2.19,-1.48,3.18,阳阴阳,3.18,-1.48
600679.SSE,2023-11-09,2023-11-07,-0.58,-0.58,-0.12,1.05,0.46,0.0,-0.58,阳阳阴,0.46,-0.58
600679.SSE,2024-12-16,2024-12-12,5.56,5.08,2.79,-2.87,-2.18,-0.45,5.56,阴阴阳,5.56,-2.18
600679.SSE,2024-12-17,2024-12-12,5.56,5.08,2.79,-2.87,-2.18,-0.45,5.56,阴阴阳,5.56,-2.18
600682.SSE,2024-05-10,2024-05-08,0.17,1.39,2.81,5.42,1.41,1.21,0.17,阳阳阳,1.41,0.17
600683.SSE,2023-06-08,2023-06-06,4.39,14.92,12.32,5.22,-2.26,10.08,4.39,阴阳阳,10.08,-2.26
600683.SSE,2023-06-09,2023-06-06,4.39,14.92,12.32,5.22,-2.26,10.08,4.39,阴阳阳,10.08,-2.26
600683.SSE,2024-03-26,2024-03-22,0.98,1.22,1.47,1.23,0.25,0.24,0.98,阳阳阳,0.98,0.24
600683.SSE,2024-03-27,2024-03-22,0.98,1.22,1.47,1.23,0.25,0.24,0.98,阳阳阳,0.98,0.24
600683.SSE,2025-10-31,2025-10-29,1.34,1.57,-0.44,-5.68,-1.97,0.22,1.34,阴阳阳,1.34,-1.97
600683.SSE,2026-02-05,2026-02-03,1.23,2.91,9.27,8.67,6.18,1.66,1.23,阳阳阳,6.18,1.23
600683.SSE,2026-03-17,2026-03-13,6.7,9.04,11.17,6.42,1.96,2.19,6.7,阳阳阳,6.7,1.96
600683.SSE,2026-04-17,2026-04-15,0.78,0.11,-0.66,0.22,-0.77,-0.67,0.78,阴阴阳,0.78,-0.77
600683.SSE,2026-05-12,2026-05-08,4.61,8.0,14.22,11.38,5.76,3.24,4.61,阳阳阳,5.76,3.24
600684.SSE,2023-08-29,2023-08-25,0.99,0.74,1.75,-0.74,1.0,-0.25,0.99,阳阴阳,1.0,-0.25
600686.SSE,2024-07-29,2024-07-25,-7.83,1.39,11.58,30.68,10.05,10.0,-7.83,阳阳阴,10.05,-7.83
600686.SSE,2024-07-30,2024-07-25,-7.83,1.39,11.58,30.68,10.05,10.0,-7.83,阳阳阴,10.05,-7.83
600686.SSE,2024-08-15,2024-08-13,-7.18,1.3,-8.83,-1.72,-10.0,9.13,-7.18,阴阳阴,9.13,-10.0
600688.SSE,2026-06-05,2026-06-03,1.09,2.57,1.82,0.36,-0.73,1.47,1.09,阴阳阳,1.47,-0.73
600689.SSE,2023-08-17,2023-08-15,1.7,-0.73,0.1,-4.75,0.84,-2.38,1.7,阳阴阳,1.7,-2.38
600691.SSE,2026-03-16,2026-03-12,3.1,-0.81,1.1,3.5,1.93,-3.79,3.1,阳阴阳,3.1,-3.79
600691.SSE,2026-09-01,2026-08-28,0.0,2.69,4.71,4.3,1.96,2.69,0.0,阳阳阳,2.69,0.0
600692.SSE,2024-08-01,2024-07-30,4.93,5.7,11.0,0.92,5.02,0.74,4.93,阳阳阳,5.02,0.74
600692.SSE,2024-11-08,2024-11-06,2.51,2.83,-1.65,-1.09,-4.36,0.31,2.51,阴阳阳,2.51,-4.36
600693.SSE,2024-12-12,2024-12-10,-2.02,-0.51,-1.27,0.25,-0.76,1.53,-2.02,阴阳阴,1.53,-2.02
600693.SSE,2024-12-27,2024-12-25,-4.62,-0.23,-7.66,-11.82,-7.45,4.6,-4.62,阴阳阴,4.6,-7.45
600693.SSE,2024-12-30,2024-12-25,-4.62,-0.23,-7.66,-11.82,-7.45,4.6,-4.62,阴阳阴,4.6,-7.45
600693.SSE,2025-03-03,2025-02-27,0.9,1.82,1.27,-2.63,-0.54,0.91,0.9,阴阳阳,0.91,-0.54
600693.SSE,2025-11-12,2025-11-10,1.64,-3.12,6.55,8.74,9.98,-4.68,1.64,阳阴阳,9.98,-4.68
600693.SSE,2025-11-13,2025-11-10,1.64,-3.12,6.55,8.74,9.98,-4.68,1.64,阳阴阳,9.98,-4.68
600694.SSE,2024-12-13,2024-12-11,3.32,1.21,0.09,-10.21,-1.1,-2.04,3.32,阴阴阳,3.32,-2.04
600697.SSE,2025-04-11,2025-04-09,5.47,-5.1,-4.33,-8.88,0.81,-10.03,5.47,阳阴阳,5.47,-10.03
600697.SSE,2025-09-05,2025-09-03,-0.31,3.05,0.94,2.71,-2.04,3.37,-0.31,阴阳阴,3.37,-2.04
600698.SSE,2023-11-29,2023-11-27,-1.25,8.61,5.11,9.13,-3.22,9.98,-1.25,阴阳阴,9.98,-3.22
600698.SSE,2025-05-21,2025-05-19,3.27,1.37,0.45,-2.43,-0.91,-1.83,3.27,阴阴阳,3.27,-1.83
600698.SSE,2025-08-07,2025-08-05,5.67,3.15,-0.55,-8.42,-3.59,-2.39,5.67,阴阴阳,5.67,-3.59
600698.SSE,2026-03-26,2026-03-24,-4.92,-7.27,-10.23,-6.08,-3.19,-2.47,-4.92,阴阴阴,-2.47,-4.92
600705.SSE,2024-09-26,2024-09-24,-0.42,-1.65,-2.45,4.8,-0.82,-1.23,-0.42,阴阴阴,-0.42,-1.23
600705.SSE,2024-09-27,2024-09-24,-0.42,-1.65,-2.45,4.8,-0.82,-1.23,-0.42,阴阴阴,-0.42,-1.23
600706.SSE,2023-04-12,2023-04-10,1.25,-2.84,-4.55,-4.18,-1.76,-4.04,1.25,阴阴阳,1.25,-4.04
600706.SSE,2023-04-13,2023-04-10,1.25,-2.84,-4.55,-4.18,-1.76,-4.04,1.25,阴阴阳,1.25,-4.04
600706.SSE,2024-12-16,2024-12-12,4.0,6.54,4.4,1.45,-2.01,2.44,4.0,阴阳阳,4.0,-2.01
600708.SSE,2024-01-29,2024-01-25,6.03,7.65,2.43,-3.86,-4.85,1.53,6.03,阴阳阳,6.03,-4.85
600714.SSE,2024-05-21,2024-05-17,0.92,0.66,0.79,-3.93,0.13,-0.26,0.92,阳阴阳,0.92,-0.26
600714.SSE,2025-01-17,2025-01-15,1.54,5.6,7.43,3.48,1.73,4.0,1.54,阳阳阳,4.0,1.54
600715.SSE,2023-12-08,2023-12-06,-1.75,-1.75,4.65,7.01,6.51,0.0,-1.75,阳阳阴,6.51,-1.75
600715.SSE,2023-12-11,2023-12-06,-1.75,-1.75,4.65,7.01,6.51,0.0,-1.75,阳阳阴,6.51,-1.75
600715.SSE,2024-02-26,2024-02-22,7.14,10.29,18.11,20.69,7.09,2.94,7.14,阳阳阳,7.14,2.94
600715.SSE,2024-03-05,2024-03-01,0.57,-9.28,-12.0,-3.85,-3.0,-9.79,0.57,阴阴阳,0.57,-9.79
600715.SSE,2024-03-06,2024-03-01,0.57,-9.28,-12.0,-3.85,-3.0,-9.79,0.57,阴阴阳,0.57,-9.79
600719.SSE,2023-05-26,2023-05-24,-2.05,0.38,-2.77,3.87,-3.14,2.48,-2.05,阴阳阴,2.48,-3.14
600719.SSE,2024-05-28,2024-05-24,4.12,8.19,8.86,8.28,0.62,3.91,4.12,阳阳阳,4.12,0.62
600719.SSE,2024-09-19,2024-09-13,0.63,-1.04,-1.65,-1.66,-0.62,-1.66,0.63,阴阴阳,0.63,-1.66
600721.SSE,2023-10-13,2023-10-11,-4.85,-6.13,-10.74,0.5,-4.9,-1.35,-4.85,阴阴阴,-1.35,-4.9
600721.SSE,2024-08-06,2024-08-02,-4.41,5.17,15.63,19.68,9.95,10.02,-4.41,阳阳阴,10.02,-4.41
600721.SSE,2026-08-06,2026-08-04,2.42,5.11,1.98,-0.57,-2.97,2.63,2.42,阴阳阳,2.63,-2.97
600721.SSE,2026-08-07,2026-08-04,2.42,5.11,1.98,-0.57,-2.97,2.63,2.42,阴阳阳,2.63,-2.97
600722.SSE,2024-12-04,2024-12-02,2.42,4.53,3.46,-4.06,-1.02,2.06,2.42,阴阳阳,2.42,-1.02
600722.SSE,2025-06-17,2025-06-13,1.35,1.35,1.16,0.0,-0.19,0.0,1.35,阴阳阳,1.35,-0.19
600722.SSE,2026-03-04,2026-03-02,-2.8,-5.63,-3.7,9.04,2.05,-2.92,-2.8,阳阴阴,2.05,-2.92
600722.SSE,2026-03-13,2026-03-11,-3.78,-5.91,3.5,10.43,10.0,-2.22,-3.78,阳阴阴,10.0,-3.78
600722.SSE,2026-03-16,2026-03-11,-3.78,-5.91,3.5,10.43,10.0,-2.22,-3.78,阳阴阴,10.0,-3.78
600724.SSE,2024-10-29,2024-10-25,-1.36,-0.68,2.35,14.25,3.06,0.68,-1.36,阳阳阴,3.06,-1.36
600725.SSE,2023-12-18,2023-12-13,0.68,2.08,-2.32,-1.68,-4.3,1.38,0.68,阴阳阳,1.38,-4.3
600725.SSE,2024-12-26,2024-12-23,-0.53,0.0,-3.86,1.62,-3.86,0.53,-0.53,阴阳阴,0.53,-3.86
600726.SSE,2026-03-12,2026-03-10,3.55,5.8,7.35,3.68,1.47,2.17,3.55,阳阳阳,3.55,1.47
600726.SSE,2026-03-13,2026-03-10,3.55,5.8,7.35,3.68,1.47,2.17,3.55,阳阳阳,3.55,1.47
600726.SSE,2026-04-27,2026-04-23,3.01,4.59,6.68,0.65,2.0,1.53,3.01,阳阳阳,3.01,1.53
600726.SSE,2026-04-28,2026-04-23,3.01,4.59,6.68,0.65,2.0,1.53,3.01,阳阳阳,3.01,1.53
600726.SSE,2026-05-27,2026-05-25,1.62,-2.18,-10.14,-11.32,-8.14,-3.73,1.62,阴阴阳,1.62,-8.14
600726.SSE,2026-05-28,2026-05-25,1.62,-2.18,-10.14,-11.32,-8.14,-3.73,1.62,阴阴阳,1.62,-8.14
600727.SSE,2024-04-29,2024-04-25,2.49,-0.69,-3.36,3.69,-2.68,-3.1,2.49,阴阴阳,2.49,-3.1
600727.SSE,2024-04-30,2024-04-25,2.49,-0.69,-3.36,3.69,-2.68,-3.1,2.49,阴阴阳,2.49,-3.1
600732.SSE,2024-11-12,2024-11-08,-2.95,3.89,5.34,6.44,1.4,7.04,-2.95,阳阳阴,7.04,-2.95
600736.SSE,2026-04-24,2026-04-21,0.0,1.45,2.95,1.13,1.47,1.45,0.0,阳阳阳,1.47,0.0
600737.SSE,2025-08-18,2025-08-14,1.06,10.5,12.34,12.04,1.67,9.34,1.06,阳阳阳,9.34,1.06
600743.SSE,2024-12-12,2024-12-10,-9.66,-0.46,9.69,19.6,10.2,10.19,-9.66,阳阳阴,10.2,-9.66
600743.SSE,2026-04-09,2026-04-07,-2.69,-4.74,-6.22,-5.1,-1.55,-2.11,-2.69,阴阴阴,-1.55,-2.69
600743.SSE,2026-04-10,2026-04-07,-2.69,-4.74,-6.22,-5.1,-1.55,-2.11,-2.69,阴阴阴,-1.55,-2.69
600744.SSE,2025-07-07,2025-07-03,1.61,11.75,13.77,12.98,1.81,9.98,1.61,阳阳阳,9.98,1.61
600744.SSE,2025-07-08,2025-07-03,1.61,11.75,13.77,12.98,1.81,9.98,1.61,阳阳阳,9.98,1.61
600744.SSE,2026-07-21,2026-07-17,-1.45,0.18,1.5,-1.26,1.31,1.66,-1.45,阳阳阴,1.66,-1.45
600744.SSE,2026-07-22,2026-07-17,-1.45,0.18,1.5,-1.26,1.31,1.66,-1.45,阳阳阴,1.66,-1.45
600748.SSE,2025-10-17,2025-10-15,-1.65,-4.41,-4.41,-6.19,0.0,-2.81,-1.65,阳阴阴,0.0,-2.81
600749.SSE,2024-04-29,2024-04-24,-1.92,0.99,-1.35,1.75,-2.31,2.96,-1.92,阴阳阴,2.96,-2.31
600749.SSE,2025-07-23,2025-07-21,0.67,1.19,1.19,-1.41,0.0,0.51,0.67,阳阳阳,0.67,0.0
600749.SSE,2025-07-24,2025-07-21,0.67,1.19,1.19,-1.41,0.0,0.51,0.67,阳阳阳,0.67,0.0
600751.SSE,2025-07-21,2025-07-17,-0.88,-3.42,-3.97,-2.84,-0.57,-2.56,-0.88,阴阴阴,-0.57,-2.56
600755.SSE,2025-12-26,2025-12-24,1.08,3.31,5.48,3.02,2.09,2.21,1.08,阳阳阳,2.21,1.08
600756.SSE,2025-11-20,2025-11-17,-5.54,-2.82,-3.97,3.27,-1.18,2.88,-5.54,阴阳阴,2.88,-5.54
600758.SSE,2026-03-25,2026-03-23,2.38,1.65,5.13,1.69,3.42,-0.71,2.38,阳阴阳,3.42,-0.71
600758.SSE,2026-03-26,2026-03-23,2.38,1.65,5.13,1.69,3.42,-0.71,2.38,阳阴阳,3.42,-0.71
600770.SSE,2024-10-21,2024-10-17,0.58,-4.18,-8.02,0.59,-4.01,-4.74,0.58,阴阴阳,0.58,-4.74
600770.SSE,2024-10-29,2024-10-25,-2.7,-6.94,2.4,15.87,10.04,-4.37,-2.7,阳阴阴,10.04,-4.37
600770.SSE,2025-05-16,2025-05-14,-1.44,-0.73,-2.38,0.24,-1.67,0.73,-1.44,阴阳阴,0.73,-1.67
